1973,True
2668,True
2628,True
2569,True
2503,True
2500,True
2470,True
2386,True
2385,True
2359,True
2331,True
2284,True
2020,True
1920,True
2965,False
2800,False
2795,False
2754,False
2584,False
2554,False
2501,False
2499,False
2471,False
2421,False
2371,False
2252,False
2177,False
2117,False
2120,False
2149,False
2082,False
2081,False
2075,False
2056,False
1949,False
2430,False
2375,False
2376,False
2337,False
2233,False
2211,False
2481,False
2397,False
2320,False
2314,False
2259,False
2190,False
2185,False
3317,False
3314,False
3227,False
3190,False
2917,False
2718,False
2445,False
2402,False
2368,False
2239,False
2188,False
2178,False
2111,False
1959,False
1960,False
1955,False
1950,False
5058,True
4979,True
4926,True
4830,True
4821,True
4706,True
4554,True
4100,True
4099,True
4084,True
4071,True
4034,True
4007,True
3736,True
3691,True
3534,True
3447,True
3406,True
3386,True
3344,True
3200,True
3192,True
3154,True
3025,True
3008,True
2966,True
2965,True
2964,True
2938,True
2802,True
2739,True
2545,True
2475,True
2366,True
2365,True
2139,True
2140,True
2160,True
2250,True
2087,True
2068,True
2042,True
2369,True
2431,True
2413,True
2239,True
2363,True
2360,True
2311,True
2449,True
2311,True
2862,True
2852,True
2669,True
2600,True
2550,True
2489,True
2463,True
2313,True
2888,True
2887,True
2807,True
2773,True
5309,False
5265,False
5264,False
5064,False
4946,False
4749,False
4738,False
4694,False
4470,False
4442,False
4426,False
4315,False
3861,False
3755,False
3744,False
3596,False
3386,False
3198,False
3003,False
2804,False
2715,False
2797,False
2497,False
2497,False
2350,False
2356,False
2342,False
2315,False
2276,False
2221,False
2170,False
2192,False
2171,False
2031,False
1899,False
1933,False
1846,False
1925,False
2132,False
2039,False
2610,False
2578,False
2554,False
2473,False
2464,False
2421,False
2338,False
2228,False
2105,False
2053,False
2005,False
2064,False
2204,False
2135,False
2092,False
2088,False
2559,False
2229,False
1978,False
1942,False
5842,True
5545,True
5451,True
5366,True
5348,True
5321,True
5259,True
5182,True
5172,True
5097,True
5084,True
5060,True
4962,True
4790,True
4731,True
4657,True
4609,True
4600,True
4501,True
4473,True
4411,True
4209,True
4075,True
3998,True
3898,True
3833,True
3823,True
3601,True
3545,True
3400,True
3361,True
3272,True
3164,True
3116,True
3092,True
3031,True
3027,True
2782,True
2767,True
2766,True
2753,True
2374,True
2265,True
2220,True
2164,True
2152,True
2402,True
2263,True
2100,True
1863,True
2345,True
2319,True
2151,True
2133,True
1935,True
1757,True
2313,True
2314,True
2176,True
2139,True
2036,True
2083,True
2057,True
2273,True
2268,True
2163,True
1925,True
1918,True
2333,True
2310,True
2273,True
2247,True
1942,True
2128,True
2181,True
2109,True
2079,True
1880,True
5125,False
5083,False
5080,False
5073,False
5007,False
4954,False
4645,False
4607,False
4401,False
4317,False
4250,False
4244,False
4236,False
4089,False
3978,False
3812,False
3792,False
3772,False
3647,False
3463,False
3397,False
3321,False
2978,False
2951,False
2897,False
2866,False
2716,False
2708,False
2672,False
2542,False
2438,False
2439,False
2837,False
2753,False
2710,False
2639,False
2487,False
2456,False
2460,False
2436,False
2383,False
2300,False
2238,False
2046,False
2685,False
2602,False
2361,False
2224,False
2367,False
2343,False
2266,False
2417,False
2395,False
2353,False
2240,False
2114,False
1912,False
2164,False
2099,False
2262,False
2154,False
2359,False
2116,False
2156,False
1981,False
1955,False
1810,True
2048,True
2024,True
2292,True
2206,True
2171,True
2165,True
2108,True
2093,True
2079,True
1941,True
2090,True
2973,False
2735,False
2558,False
2108,False
2643,False
2633,False
2621,False
2563,False
2558,False
2303,False
2240,False
2228,False
2131,False
2179,False
2015,False
1940,False
2130,False
2084,False
2332,False
2249,False
2251,False
2152,False
2517,False
2455,False
2384,False
2266,False
2466,False
2408,False
2336,False
2372,False
2219,False
2213,False
2404,False
2313,False
5077,True
5042,True
4869,True
4865,True
4691,True
4681,True
4640,True
4566,True
4560,True
4528,True
4523,True
4449,True
